Taxon	mim16.m1c3t	mim16.m2c3t	mim16.m3c3t	mim16.m1c4t	mim16.m2c4t	mim16.m3c4t	mim16.m1c1l	mim16.m2c1l	mim16.m3c1l	mim16.m3c2l	mim16.m1c3l	mim16.m2c3l	mim16.m3c3l	mim16.m1c4l	mim16.m2c4l	mim16.m3c4l
f__Lachnospiraceae;s__sp33492	0.0	0.0	0.0	0.0	0.0	0.000814969878074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00149858786912	0.0	0.000895402382867
f__Lachnospiraceae;s__sp33503	0.0	0.0	0.0	0.000421898543446	0.0	0.00805381997156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f__Lachnospiraceae;s__sp33513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000548205540531
f__Lachnospiraceae;s__sp33518	0.0	0.0	0.0	0.0	0.0	0.00115054571022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00127914626124
f__Lachnospiraceae;s__sp33558	0.0	0.0	0.0	0.000462079357107	0.000393824826717	0.00824557758993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f__Lachnospiraceae;s__sp33565	0.0	0.0	0.0	0.0	0.0	0.00369133415363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f__Lachnospiraceae;s__sp33582	0.0	0.000187555680593	0.0	0.000321446509292	0.0	0.0	0.00106957318937	0.00139007698888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f__Lachnospiraceae;s__sp33589	0.0	0.0	0.0	0.0	0.0	0.000798990076543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f__Lachnospiraceae;s__sp33636	0.0	0.0	0.0	0.0	0.0	0.00225315201585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f__Lachnospiraceae;s__sp33760	0.0	0.000547037401729	0.0	0.0	0.0	0.00036753543521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Robinsoniella;s__peoriensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000201008698195
g__Roseburia;s__sp33143	0.0	0.0024694831278	0.0	0.000482169763938	0.0	0.003883091772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Roseburia;s__sp33152	0.0	0.0	0.0	0.00275238573581	0.00110270951481	0.0329663305582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00261292243847	0.0	0.0
g__Roseburia;s__sp33177	0.0	0.0	0.0	0.000662983425414	0.0	0.00621614279551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Tyzzerella;s__sp33281	0.0	0.00050014848158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Tyzzerella;s__sp33302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00460033159751	0.0	0.0	0.0	0.0	0.0
g__Romboutsia;s__ilealis	0.0	0.0	0.0	0.0	0.0	0.000287636427556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__*Soleaferrea;s__sp34492	0.0	0.000406370641284	0.0	0.000361627322953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Anaerotruncus;s__sp34453	0.0	0.0	0.0	0.0	0.0	0.00370731395516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000345827969798	0.0	0.0
g__Anaerotruncus;s__sp34475	0.0	0.0	0.0	0.0	0.0	0.0010866265041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Flavonifractor;s__plautii	0.0	0.000422000281334	0.0	0.000301356102461	0.0	0.00533725371131	0.000407456453092	0.00261976047904	0.0	0.0	0.0	0.0	0.0	0.000826144594517	0.0	0.0
f__Ruminococcaceae;s__sp34771	0.0	0.0	0.0	0.0	0.0	0.00145416193931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f__Ruminococcaceae;s__sp34794	0.0	0.00050014848158	0.0	0.0	0.0	0.00092682848879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f__Ruminococcaceae;s__sp34878	0.0	0.00026570388084	0.0	0.0	0.0	0.00123044471788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f__Ruminococcaceae;s__sp35297	0.0	0.0	0.0	0.0	0.0	0.00135828313012	0.0	0.0	0.0	0.0	0.0	0.00216466373069	0.0	0.0	0.0	0.0
f__Ruminococcaceae;s__sp35748	0.0	0.0	0.0	0.000462079357107	0.000498844780508	0.00762236533022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f__Ruminococcaceae;s__sp35796	0.0	0.0	0.0	0.0	0.0	0.000495373847457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Oscillibacter;s__sp34634	0.0	0.0	0.0	0.0	0.000577609745852	0.00813371897921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Subdoligranulum;s__sp35590	0.0	0.000328222441037	0.0	0.0	0.0	0.00212531360361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Coprobacillus;s__cateniformis	0.0	0.000203185320642	0.0	0.0002611752888	0.0	0.00268460665719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000288189974831	0.0	0.0
g__Erysipelatoclostridium;s__ramosum	0.0	0.00207874212657	0.0	0.0002611752888	0.0	0.000479394045926	0.000814912906183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Holdemania;s__massiliensis	0.0	0.0	0.0	0.0	0.0	0.000830949679605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f__Erysipelotrichaceae;s__sp36741	0.000465736264795	0.00396992857254	0.0008665630459	0.00192867905575	0.0	0.0114415378961	0.00101864113273	0.00318113772455	0.0	0.0	0.0	0.00281157473066	0.0	0.0	0.0	0.000383743878371
f__Erysipelotrichaceae;s__sp36794	0.000594215234394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Turicibacter;s__sanguinis	0.00134902918079	0.0230068301527	0.000770278263023	0.00948267202411	0.00199537912203	0.0306812189393	0.00771620658042	0.00826026518392	0.0	0.0	0.0	0.0159986066532	0.0	0.00244000845357	0.0	0.0039288063738
g__Fusobacterium;s__mortiferum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000493384986478
g__Methylobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000310649806301
g__Phyllobacterium;s__brassicacearum-myrsinacearum	0.0	0.000312592800988	0.0	0.0	0.0	0.0	0.0	0.0	0.000421715538812	0.0	0.0	0.0	0.0	0.0	0.0013576232122	0.0
g__Elstera;s__sp46101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000988822012038	0.0	0.0	0.0	0.0	0.0	0.0
g__Arundo-Oryza meyeriana	0.000497856007195	0.0	0.0	0.0	0.00173282923756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Rickettsia;s__buchneri-endosymbiont	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000775235243798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000456837950442
o__Sphingomonadales;s__sp48028	0.000305137552797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00238805970149	0.0	0.0	0.0
g__Blastomonas;s__natatoria-ursincola	0.0	0.0	0.0	0.000220994475138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Sphingomonas;s__kyeonggiensis-leidyi	0.0	0.0	0.0	0.0	0.0	0.00110260630563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Aquabacterium;s__fontiphilum	0.0	0.0	0.000247589441686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Aquabacterium;s__parvum	0.0	0.0	0.00064648354218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Comamonas;s__testosteroni-thiooxydans	0.0	0.0	0.0	0.0	0.000315059861374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Delftia;s__acidovorans	0.478150545233	0.437207921102	0.496760704805	0.536835760924	0.449380382273	0.272359737292	0.531017622492	0.509837467921	0.528634485085	0.389681857266	0.45877215515	0.464432335598	0.4025	0.506657188419	0.471442553595	0.522604341788
g__Delftia;s__lacustris-tsuruhatensis	0.0	0.0	0.00107288758064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Noviherbaspirillum;s__sp49445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000676120166654
g__Undibacterium;s__seohonense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000256871307475	0.0	0.0	0.0	0.0	0.0
g__Dechloromonas;s__denitrificans-hortensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000534173015828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Anaerobiospirillum;s__sp56217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00333932699717	0.0	0.0	0.0	0.0	0.0
g__Enterobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00101031814273	0.0	0.0	0.0	0.0	0.0	0.0
g__Escherichia;s__coli	0.0	0.0	0.000563953728284	0.000321446509292	0.0	0.000783010275012	0.0	0.0	0.0	0.00116079105761	0.0	0.00119429723072	0.0	0.0	0.0	0.0
g__Acinetobacter;s__johnsonii	0.0	0.000781482002469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Enhydrobacter-Moraxella;s__aerosaccus-osloensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000201008698195
g__Pseudomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00238607050731	0.0	0.0	0.0	0.0	0.0	0.0
g__Pseudomonas;s__aeruginosa	0.0	0.0	0.0	0.0	0.0	0.0	0.000560252623001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Pseudomonas;s__pseudoalcaligenes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00161020427493	0.0
g__Pseudomonas;s__psychrophila	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00212686567164	0.0	0.0	0.0
g__Pseudomonas;s__putida	0.0	0.0	0.0	0.0	0.00047258979206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Acidibacter;s__sp65543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00212502627093	0.0	0.0	0.0	0.0	0.0
g__Stenotrophomonas;s__maltophilia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000383743878371
g__Spiroplasma;s__ixodetis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00301239987857	0.0	0.0	0.0	0.0	0.0
g__Akkermansia;s__muciniphila	0.0	0.0	0.0	0.0	0.0	0.0036753543521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000895402382867
