Taxon	mim16.m1c3t	mim16.m2c3t	mim16.m3c3t	mim16.m1c4t	mim16.m2c4t	mim16.m3c4t	mim16.m1c1l	mim16.m2c1l	mim16.m3c1l	mim16.m3c2l	mim16.m1c3l	mim16.m2c3l	mim16.m3c3l	mim16.m1c4l	mim16.m2c4l	mim16.m3c4l
seq42:g__Delftia;s__acidovorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00319786565309553
seq66:g__Pseudomonas;s__NA	0	0	0	0	0	0	0	0	0	0.00238607050730868	0	0	0	0	0	0
seq155:g__Arundo-Oryza meyeriana;s__NA	0	0	0	0	0.0010239445494644	0	0	0	0	0	0	0	0	0	0	0
seq112:g__Arundo-Oryza meyeriana;s__NA	0.000497856007194822	0	0	0	0.000708884688090737	0	0	0	0	0	0	0	0	0	0	0
seq238:g__Undibacterium;s__seohonense	0	0	0	0	0	0	0	0	0	0	0.000256871307474955	0	0	0	0	0
seq160:f__Erysipelotrichaceae;g__NA;s__sp36794	0.00059421523439382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
seq102:g__Turicibacter;s__sanguinis	0	0	0	0	0	0.00100672749644449	0	0	0	0	0	0	0	0	0	0
seq19:f__Lachnospiraceae;g__NA;s__sp33558	0	0	0	0.000462079357106981	0.000393824826717076	0.00824557758992633	0	0	0	0	0	0	0	0	0	0
seq142:unidentified	0	0	0	0	0	0.000735070870419789	0	0	0	0	0	0	0	0	0	0
seq165:g__Lachnoclostridium;s__sp32402	0	0	0	0	0	0.000559293053580275	0	0	0	0	0	0	0	0	0	0
seq134:g__Dolosigranulum;s__pigrum	0	0	0	0	0	0	0	0.00130988023952096	0	0	0	0	0	0	0	0
seq95:g__Anaerotruncus;s__sp34475	0	0	0	0	0	0.00108662650409882	0	0	0	0	0	0	0	0	0	0
seq54:g__Roseburia;s__sp33143	0	0.00092214876291399	0	0	0	0.00132632352706179	0	0	0	0	0	0	0	0	0	0
seq74:g__Oscillibacter;s__sp34634	0	0	0	0	0	0.00147014174083958	0	0	0	0	0	0	0	0	0	0
seq237:unidentified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000201008698194576
seq216:g__Romboutsia;s__ilealis	0	0	0	0	0	0.00028763642755557	0	0	0	0	0	0	0	0	0	0
seq63:f__Lachnospiraceae;g__NA;s__sp32146	0	0	0	0	0	0.00193355598523466	0	0	0	0	0	0	0	0	0	0
seq218:g__Pseudomonas;s__putida	0	0	0	0	0.000472589792060492	0	0	0	0	0	0	0	0	0	0	0
seq24:g__Oscillibacter;s__sp34634	0	0	0	0	0.000577609745851712	0.0066635772383707	0	0	0	0	0	0	0	0	0	0
seq208:unidentified	0	0	0	0	0	0	0.000560252623000917	0	0	0	0	0	0	0	0	0
seq16:unidentified	0.000497856007194822	0.000969037683062159	0.00121043727046396	0	0.00231043898340685	0.00164591955767909	0.00058571865131914	0.00104255774165954	0.000449829908066013	0.00137575236457438	0.0012610046003316	0.000796198153815531	0.00216417910447761	0.00121039789429192	0.00126290531367411	0.00124259922520284
seq185:unidentified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000529932022512974
seq131:f__Lachnospiraceae;g__NA;s__sp33589	0	0	0	0	0	0.000798990076543249	0	0	0	0	0	0	0	0	0	0
seq51:g__Rhodococcus;s__erythropolis-qingshengii-sp5959	0.000529975749594488	0	0	0.000883977900552486	0	0.00047939404592595	0	0.00040098374679213	0	0	0	0.00037321788460103	0	0	0	0.000274102770265331
seq178:f__Erysipelotrichaceae;g__NA;s__sp36741	0	0	0	0	0	0	0	0.000855431993156544	0	0	0	0	0	0	0	0
seq166:f__Lachnospiraceae;g__NA;s__sp33760	0	0.000547037401728638	0	0	0	0	0	0	0	0	0	0	0	0	0	0
seq59:g__Bifidobacterium;s__reuteri	0	0	0	0	0	0	0	0	0	0	0.00310580762674264	0	0	0	0	0
seq225:unidentified	0	0	0	0	0	0	0	0	0	0.00032244196044712	0	0	0	0	0	0
seq240:g__Rhodococcus;s__erythropolis-qingshengii-sp5959	0	0	0	0	0	0	0	0	0	0	0	0	0.00041044776119403	0	0	0
seq211:g__Marvinbryantia;s__sp32970-sp32983	0	0.000328222441037183	0	0	0	0	0	0	0	0	0	0	0	0	0	0
seq171:unidentified	0	0	0	0	0	0	0.000865844962819599	0	0	0	0	0	0	0	0	0
seq89:g__Rhodococcus;s__erythropolis-qingshengii-sp5959	0	0	0	0	0	0	0	0	0	0.0015262252794497	0	0	0	0	0	0
seq230:unidentified	0	0	0	0	0	0	0	0	0	0	0	0.000323455499987559	0	0	0	0
seq49:g__Escherichia;s__coli	0	0	0.000563953728284343	0.000321446509291813	0	0.000783010275012384	0	0	0	0	0	0.0011942972307233	0	0	0	0
seq191:g__Lactococcus;s__lactis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000518741954696536	0	0
seq189:g__Fusobacterium;s__mortiferum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000493384986477597
seq26:unidentified	0	0.000640815242024976	0.000660238511162157	0	0.000840159630329763	0.00041547483980249	0	0	0	0.000666380051590714	0.000607150363122621	0.000422980269214501	0.00164179104477612	0.00101827124440431	0.000568307391153348	0.00029237628828302
seq233:unidentified	0	0	0	0	0	0	0	0	0	0.000257953568357696	0	0	0	0	0	0
seq84:unidentified	0	0	0	0	0	0.00118250531328401	0	0	0	0	0	0	0	0	0	0
seq34:g__Coprobacillus;s__cateniformis	0	0.000203185320642066	0	0.000261175288799598	0	0.00268460665718532	0	0	0	0	0	0	0	0.000288189974831409	0	0
seq170:unidentified	0	0	0	0	0	0.00054331325204941	0	0	0	0	0	0	0	0	0	0
seq96:unidentified	0	0	0	0	0	0	0	0	0.00188366274002643	0	0	0	0	0	0	0
seq224:unidentified	0.000240898067997495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
seq116:unidentified	0	0	0.000522688821336708	0	0	0	0	0	0	0	0	0.000447861461521236	0	0	0	0
seq219:g__Aquabacterium;s__fontiphilum	0	0	0.000247589441685809	0	0	0	0	0	0	0	0	0	0	0	0	0
seq14:g__Bacteroides;s__dorei	0	0	0	0.00138623807132094	0.00110270951480781	0.0169545694242478	0	0	0	0	0	0	0	0.000422678629752733	0	0
seq83:g__Roseburia;s__sp33177	0	0	0	0	0	0.00119848511481487	0	0	0	0	0	0	0	0	0	0
seq168:unidentified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000639573130619107
seq231:unidentified	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000249764644853888	0	0
seq27:f__Lachnospiraceae;g__NA;s__sp33503	0	0	0	0.000421898543445505	0	0.00522539510059285	0	0	0	0	0	0	0	0	0	0
seq45:g__Hungatella;s__effluvii	0	0.00265703880839624	0	0	0	0	0	0	0	0	0	0	0	0	0	0
seq55:f__Lachnospiraceae;g__NA;s__sp33518	0	0	0	0	0	0.00115054571022228	0	0	0	0	0	0	0	0	0	0.00127914626123821
seq239:unidentified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000201008698194576
seq85:unidentified	0	0	0	0	0	0.00115054571022228	0	0	0	0	0	0	0	0	0	0
seq222:unidentified	0	0	0	0	0	0.00025567682449384	0	0	0	0	0	0	0	0	0	0
seq132:unidentified	0	0	0	0	0	0.000783010275012384	0	0	0	0	0	0	0	0	0	0
seq197:unidentified	0	0	0.000151304658807994	0	0	0	0	0	0	0	0	0	0.000522388059701492	0	0	0
seq144:g__Rhodococcus;s__erythropolis-qingshengii-sp5959	0	0.000296963160938404	0	0.000301356102461075	0	0	0	0.000294054747647562	0	0	0	0	0	0	0	0
seq93:g__Sphingomonas;s__kyeonggiensis-leidyi	0	0	0	0	0	0.00110260630562968	0	0	0	0	0	0	0	0	0	0
seq41:f__Lachnospiraceae;g__NA;s__sp33503	0	0	0	0	0	0.0028284248709631	0	0	0	0	0	0	0	0	0	0
seq163:unidentified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011366147823067	0
seq90:unidentified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012974197792559
seq69:g__Turicibacter;s__sanguinis	0	0	0	0	0	0.00169385896227169	0	0	0	0	0	0	0	0	0	0
seq140:g__Lachnoclostridium;s__sp32441	0	0	0	0	0	0.000735070870419789	0	0	0	0	0	0	0	0	0	0
seq61:g__Spiroplasma;s__ixodetis	0	0	0	0	0	0	0	0	0	0	0.00301239987856993	0	0	0	0	0
seq28:g__Roseburia;s__sp33177	0	0	0	0.000662983425414365	0	0.00501765768069161	0	0	0	0	0	0	0	0	0	0
seq110:unidentified	0	0	0	0	0	0.000958788091851899	0	0	0	0	0	0	0	0	0	0
seq17:g__Blautia;s__hansenii-producta	0	0.0024225942076554	0	0.00108488196885987	0	0.00386711197046933	0.00140063155750229	0.00294054747647562	0	0	0	0	0	0.000480316624719015	0	0
seq52:g__Rhodococcus;s__erythropolis-qingshengii-sp5959	0.00142932853678513	0	0	0	0	0	0	0	0	0.00128976784178848	0	0	0	0	0	0
seq176:unidentified	0	0	0	0	0	0	0	0	0.000927774185386151	0	0	0	0	0	0	0
seq173:unidentified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00104189688378114	0
seq68:g__Flavonifractor;s__plautii	0	0	0	0	0	0.00170983876380255	0	0	0	0	0	0	0	0	0	0
seq172:unidentified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00104189688378114	0
seq76:f__Ruminococcaceae;g__NA;s__sp34771	0	0	0	0	0	0.00145416193930871	0	0	0	0	0	0	0	0	0	0
seq143:g__Elstera;s__sp46101	0	0	0	0	0	0	0	0	0	0.000988822012037833	0	0	0	0	0	0
seq15:unidentified	0.00105995149918898	0.00157859364498836	0.00251715932380573	0.000281265695630337	0.00399075824406637	0.00231707122197542	0.000763980849546705	0.000427715996578272	0.000674744862099019	0.00202063628546862	0.000887373607640754	0.00121917842303003	0.00167910447761194	0.00194047916386482	0.00176806743914375	0.00105986404502595
seq186:g__Bacteroides;s__fragilis-ovatus	0	0	0	0	0	0.000463414244395085	0	0	0	0	0	0	0	0	0	0
seq44:f__Ruminococcaceae;g__NA;s__sp35297	0	0	0	0	0	0.00135828313012352	0	0	0	0	0	0.00216466373068597	0	0	0	0
seq152:unidentified	0	0	0	0	0	0	0	0	0	0.000859845227858985	0	0	0	0	0	0
seq210:unidentified	0	0	0	0	0	0	0	0	0	0.000451418744625967	0	0	0	0	0	0
seq31:f__Lachnospiraceae;g__NA;s__sp32146	0	0.000609555961926197	0	0.000984429934706178	0	0.00308410169545694	0	0	0	0	0	0	0	0	0	0
seq137:g__Enterobacter;s__NA	0	0	0	0	0	0	0	0	0	0.00101031814273431	0	0	0	0	0	0
